# t,x,y,vx,vy,distance_moon
7.744074633997074852e+04,2.121799194013781250e+08,2.663431721770549120e+04,1.739946610246625596e+03,1.431616751496674222e+00,1.819599457985234857e+08
8.241416651181632187e+04,2.207284595181991756e+08,3.457849037086669705e+04,1.698306410806587792e+03,1.772556347983815561e+00,1.756417042869602442e+08
8.802035256567373290e+04,2.301267069497665167e+08,4.575853298777304735e+04,1.655123519772172358e+03,2.229386958138341424e+00,1.691937019457897246e+08
9.386605076888379699e+04,2.396794482009137273e+08,6.040044857356541615e+04,1.613750817077779857e+03,2.796142004297846206e+00,1.632638025892859995e+08
9.922213556876061193e+04,2.482277836506460309e+08,7.696304560110179591e+04,1.578678576288232762e+03,3.402760658132037541e+00,1.585737790033775866e+08
1.042834844678088120e+05,2.561388312760730982e+08,9.580562734649697086e+04,1.547715270291130309e+03,4.055988395025777571e+00,1.548217555888179541e+08
1.092521540312456345e+05,2.637572248841698766e+08,1.177094619513079961e+05,1.519141013615691918e+03,4.773214754344701660e+00,1.518026889834945202e+08
1.142520937758429645e+05,2.712843694324563146e+08,1.435333262902011338e+05,1.492009114544269551e+03,5.568346652578019196e+00,1.494460155382813513e+08
1.193909712284199049e+05,2.788832376765495539e+08,1.744008567027156241e+05,1.465636312615830548e+03,6.456233078387573876e+00,1.477480691142214835e+08
1.247994328117487312e+05,2.867383671383000612e+08,2.119987700011915003e+05,1.439357779319833753e+03,7.457430022188226815e+00,1.467588673613521457e+08
1.306877758959327330e+05,2.951333409297646284e+08,2.592721063723815023e+05,1.412280873647314365e+03,8.607934688830161107e+00,1.466058233875279129e+08
1.375398569145032670e+05,3.047075225939125419e+08,3.229907004296435043e+05,1.382551443159496557e+03,9.996392208501069021e+00,1.476107354407975078e+08
1.447696827088889841e+05,3.145952799909347296e+08,4.006239927987382980e+05,1.353010255004099008e+03,1.147885579882382245e+01,1.499864114121681452e+08
1.519995085032747011e+05,3.242755669108898044e+08,4.889126800404505339e+05,1.325125148886558918e+03,1.293738699865848574e+01,1.536170156618449092e+08
1.589108556186086498e+05,3.333458895065190792e+08,5.829938115597672295e+05,1.299850926945139008e+03,1.427652281662475708e+01,1.581544837608149946e+08
1.659114809955272358e+05,3.423597104659748077e+08,6.874625257669740822e+05,1.275495748018491668e+03,1.555435152214703720e+01,1.637006950051634312e+08
1.728000000000000000e+05,3.510666863095506430e+08,7.986791644162664888e+05,1.252648701551838030e+03,1.672017419398179072e+01,1.699818441913653910e+08
